peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
84.91,1.78,V,44,90,3,0,6,0,0,N,0,0,2
83.81,1.7,M,29,0,0,0,11,9,0,N,1,4,2
88.78,1.8,V,39,0,0,0,10,4,0,N,0,2,1
61.95,1.73,V,32,40,0,3,0,2,0,N,1,2,2
60.06,1.55,M,37,0,0,0,0,1,0,N,2,1,1
84.2,1.81,V,53,140,0,3,11,3,2,N,1,2,2
54.73,1.72,V,77,0,0,0,6,0,0,N,2,3,4
106.92,1.8,V,20,190,4,3,0,12,0,N,0,1,1
49.95,1.5,M,67,0,0,0,7,6,0,N,1,3,2
53.87,1.73,V,53,0,0,6,0,0,0,N,2,2,3
79.91,1.73,V,18,0,0,0,4,6,0,N,1,2,2
56.06,1.67,M,50,70,1,4,6,0,4,N,0,1,0
119.72,1.73,V,79,80,11,0,32,12,0,N,0,1,2
77.63,1.56,M,28,20,5,3,19,7,2,N,2,3,4
56.46,1.56,M,51,0,3,0,7,0,0,N,1,3,3
85.25,1.7,V,42,10,8,6,7,0,0,N,1,3,3
94.82,1.69,M,18,0,11,1,0,0,0,N,2,3,3
68.33,1.65,V,26,0,0,0,1,0,0,N,2,0,0
104.14,1.72,V,40,0,1,0,23,13,0,N,0,1,1
90.54,1.69,M,54,0,9,0,0,0,0,N,0,0,0
121.87,1.77,V,18,0,5,0,16,10,3,N,1,1,1
126.74,1.78,V,18,140,14,1,4,5,0,N,2,2,3
66.26,1.69,M,18,0,0,1,7,0,0,N,3,4,2
64.32,1.78,V,61,0,0,1,9,0,0,N,3,4,2
109.04,1.76,V,33,0,11,0,14,0,2,N,0,2,2
70.28,1.67,M,39,40,4,2,0,3,0,N,2,4,3
63.66,1.58,M,45,40,0,0,11,0,0,N,1,1,1
112.9,1.68,V,27,90,18,0,4,4,3,N,0,0,1
78.37,1.76,V,32,0,0,3,15,3,0,N,2,3,1
84.47,1.82,V,39,0,0,0,3,0,0,N,0,0,0
87.15,1.79,V,53,0,5,0,0,6,0,N,1,3,3
56.64,1.7,M,27,0,0,4,0,0,3,N,1,2,3
104,1.8,M,29,0,8,0,10,4,0,N,4,4,4
108.25,1.69,V,65,0,6,0,18,11,0,N,0,1,1
81.67,1.65,M,43,0,0,0,24,8,0,N,1,3,3
106.28,1.63,M,39,0,16,0,27,11,0,N,0,2,2
65.54,1.73,V,52,0,0,0,6,0,0,N,1,2,2
104.62,1.7,M,23,0,12,0,0,0,1,N,0,2,2
68.78,1.54,M,48,0,3,0,15,6,0,N,1,2,2
63.5,1.76,V,43,0,0,1,11,0,0,N,1,4,4
81.9,1.81,V,65,0,1,3,12,10,0,N,2,4,4
50.2,1.67,M,59,0,0,3,0,0,1,N,2,3,4
56.83,1.6,M,41,0,0,5,0,0,0,N,0,0,0
71.45,1.74,V,53,0,0,2,1,7,0,N,2,3,2
69.94,1.74,M,31,0,0,0,3,0,0,N,0,1,1
81.66,1.59,M,36,0,4,3,11,9,2,N,1,1,1
104.98,1.62,M,55,0,24,3,0,0,3,S,4,4,3
123.9,1.76,V,51,0,20,4,0,0,0,N,0,1,0
103.68,1.61,M,30,0,15,0,15,0,0,N,1,2,2
70.2,1.64,M,34,0,3,4,11,6,0,N,1,4,2
64.48,1.66,M,29,0,2,3,0,0,0,N,0,1,1
68.6,1.75,M,47,0,0,1,6,0,0,N,2,2,2
71.4,1.67,M,53,0,0,0,2,8,0,N,2,2,3
129.6,1.8,V,20,80,21,0,0,0,2,N,0,0,0
64.52,1.65,M,63,0,3,2,0,1,0,N,1,2,2
77.36,1.83,V,24,120,0,0,1,0,0,N,1,3,4
96.32,1.62,M,27,70,9,0,11,7,0,N,2,3,4
50.2,1.67,V,61,0,0,0,0,0,2,N,3,4,4
76.05,1.66,M,36,0,0,0,16,8,0,N,2,4,3
99.4,1.72,V,53,0,8,1,0,6,0,N,0,0,0
88.51,1.75,V,27,0,3,3,0,8,1,N,2,2,2
131.04,1.81,V,18,80,23,2,0,2,3,N,0,1,2
125.32,1.77,V,40,10,13,0,16,13,0,N,1,2,0
106.66,1.82,V,78,0,12,1,0,3,0,N,1,0,1
104.43,1.68,M,28,0,10,0,8,0,0,N,0,1,0
58.36,1.64,M,63,0,0,5,8,6,0,N,2,3,3
97.34,1.56,M,18,0,18,0,4,4,0,N,2,3,3
116.38,1.75,M,33,0,13,0,2,3,0,N,1,2,1
65.88,1.65,M,37,0,0,2,0,0,0,N,1,0,0
59.27,1.68,V,30,0,0,0,0,0,6,N,1,2,0
70.51,1.61,M,52,0,4,0,0,0,0,N,0,0,1
49.6,1.66,M,46,250,0,2,0,0,0,N,2,4,4
67.16,1.81,V,54,0,0,7,0,6,3,N,0,1,2
44.94,1.58,M,55,0,0,4,0,0,0,N,1,3,4
62.7,1.63,M,32,0,3,2,1,0,1,N,1,1,2
67.79,1.65,M,43,0,0,0,0,1,0,N,0,0,0
119.72,1.73,V,35,0,21,0,0,4,2,N,0,1,1
59.96,1.67,M,51,60,0,1,0,0,0,S,1,2,2
69.11,1.56,M,26,0,0,0,8,11,0,N,2,4,4
68.12,1.74,V,61,0,0,0,8,0,1,N,1,0,0
70.84,1.67,M,25,20,0,0,15,2,5,N,2,3,2
73.96,1.72,V,24,0,4,2,0,0,0,N,1,1,1
73.91,1.67,M,35,100,0,0,3,5,1,N,1,0,0
86.78,1.6,M,41,70,0,2,20,11,0,N,1,0,1
66.04,1.68,M,64,100,0,0,4,0,0,N,0,1,0
77.49,1.71,M,46,0,0,0,11,11,0,N,0,3,4
69.12,1.64,M,39,0,0,1,11,6,0,S,1,2,4
66.43,1.64,M,53,80,0,0,0,8,1,N,2,2,2
67.79,1.65,M,31,0,0,2,2,11,0,N,2,3,3
66.56,1.6,M,54,0,0,0,4,5,0,N,1,1,1
121.1,1.74,V,43,0,19,0,12,0,0,N,1,3,1
57.6,1.5,M,29,90,4,6,0,0,5,N,0,0,0
71.45,1.79,V,20,0,0,0,7,0,0,N,2,2,3
49.4,1.56,M,75,0,0,0,0,0,0,N,1,0,0
74.13,1.66,M,31,0,0,0,12,0,0,N,0,1,1
51.73,1.65,M,24,0,0,2,0,0,5,N,0,2,3
64.16,1.7,V,46,30,0,2,5,0,0,N,0,1,1
61.91,1.67,M,48,0,0,0,4,4,0,N,1,3,4
47.82,1.63,M,39,0,0,3,0,0,0,N,2,3,3
94.45,1.71,M,34,80,0,0,12,10,0,N,1,1,0
107.37,1.67,M,65,10,15,5,0,11,3,N,1,2,2
90.87,1.58,M,64,20,2,1,15,21,1,N,0,1,1
74.14,1.78,V,23,0,0,4,0,9,8,N,2,3,3
84.87,1.66,M,31,0,0,0,11,7,0,N,0,0,0
81.16,1.76,V,55,70,3,0,0,2,0,N,0,0,0
101.47,1.71,V,49,20,0,0,16,16,0,N,0,0,0
125.32,1.77,V,20,0,21,1,9,0,0,N,2,3,2
108.09,1.7,M,39,0,12,2,6,4,5,N,2,2,1
80.26,1.69,V,36,10,2,0,14,5,2,N,2,4,4
67.82,1.81,V,38,0,0,0,1,1,2,N,2,4,2
99.13,1.7,V,30,0,0,0,17,13,0,N,2,2,1
79.24,1.71,M,26,100,0,0,0,7,0,N,2,4,4
53.05,1.56,M,39,0,0,2,4,0,0,N,2,2,2
76.05,1.66,M,46,50,10,2,0,1,1,N,2,3,4
47.82,1.63,M,68,0,0,0,0,0,0,N,2,3,2
49.86,1.53,M,31,0,0,0,0,0,0,N,2,3,4
79.32,1.74,V,18,100,0,0,9,0,0,N,1,1,0
63.45,1.73,M,25,0,0,4,0,0,1,N,0,1,0
65.54,1.67,V,24,0,0,0,0,0,4,N,1,2,2
71.81,1.64,M,24,50,0,4,8,9,5,N,1,2,4
80.87,1.61,M,28,0,0,0,21,10,0,N,2,3,2
103.55,1.64,V,27,0,6,1,20,6,0,N,0,1,2
97.58,1.59,M,50,0,4,0,27,12,1,S,0,1,0
80.1,1.79,V,59,60,0,0,6,7,0,N,1,1,0
66.15,1.75,V,18,0,0,3,0,1,0,N,1,3,3
52.67,1.58,M,50,0,0,0,5,2,0,N,3,3,4
81.35,1.54,M,18,70,0,2,16,14,0,N,1,2,2
82.1,1.63,M,44,0,4,5,2,7,0,N,0,0,0
65.68,1.72,V,68,0,0,0,10,5,0,N,2,4,2
116.96,1.71,M,50,0,21,2,1,2,0,N,0,1,2
100.88,1.77,V,51,0,0,0,21,18,0,N,2,4,4
82.99,1.75,V,47,0,0,0,0,7,0,N,1,1,1
82.06,1.78,V,30,40,0,0,3,0,0,N,0,1,2
67.34,1.73,V,52,0,0,3,0,5,0,N,0,0,0
125.32,1.77,V,30,0,17,2,18,8,0,N,1,3,3
79.01,1.73,V,62,30,0,1,0,9,0,N,0,0,0
67.21,1.67,M,86,10,9,3,0,0,0,N,2,3,3
56.77,1.61,M,27,0,0,2,10,2,0,N,1,3,3
114.24,1.69,V,18,0,22,0,11,4,0,N,0,2,3
73.98,1.6,V,35,130,4,2,6,0,0,N,0,0,0
73.94,1.77,V,37,0,0,2,3,5,0,N,1,3,4
97.79,1.83,V,41,0,9,4,0,2,1,N,0,1,2
55.22,1.67,V,32,0,0,4,0,0,0,N,1,2,4
60.07,1.66,M,38,0,0,2,0,0,NA,N,0,1,0
126.74,1.78,V,54,0,23,0,1,3,0,N,2,3,3
76.26,1.75,V,36,0,0,4,7,12,0,N,3,3,4
75.89,1.76,V,18,50,3,0,0,0,5,N,2,3,2
116.37,1.85,V,84,0,11,1,6,6,0,N,0,0,0
107.8,1.76,V,26,40,10,0,0,0,0,N,0,1,1
72.42,1.65,M,45,0,7,1,1,2,0,N,2,4,4
76.63,1.62,M,42,0,8,1,0,3,0,N,2,3,3
78.3,1.81,M,54,0,0,3,11,4,0,N,1,1,1
79.2,1.67,M,23,50,6,1,4,1,0,N,2,4,4
50.64,1.65,M,42,50,1,7,0,0,1,N,2,4,4
62.94,1.64,M,70,40,2,0,0,8,0,N,1,4,3
67.36,1.77,V,34,0,0,5,12,3,9,N,2,2,3
119.72,1.73,V,39,0,19,1,5,4,0,N,2,3,3
68.78,1.7,M,66,0,4,0,0,8,6,N,3,4,4
116.96,1.71,V,62,0,28,0,6,0,0,N,1,2,2
112.61,1.68,V,20,0,16,0,6,2,3,N,1,3,3
97.88,1.85,V,18,40,0,0,17,5,0,N,1,3,4
62.46,1.62,M,56,0,6,3,0,0,0,N,0,2,2
67.46,1.68,V,23,0,0,2,0,4,0,N,3,1,0
101.24,1.67,M,50,0,0,1,22,19,0,S,0,2,2
95.87,1.77,V,42,0,0,0,12,12,NA,N,2,3,3
114.31,1.85,V,42,0,11,1,6,0,0,N,1,3,3
112.9,1.68,M,31,0,16,0,0,10,0,N,1,2,2
116.6,1.78,V,29,80,0,3,18,16,0,N,1,1,0
77.9,1.68,V,33,0,7,7,4,0,0,N,1,2,2
83.38,1.64,M,22,0,2,1,9,11,3,S,1,3,2
75.94,1.79,V,18,30,0,0,0,0,0,N,0,2,2
70.5,1.85,V,44,0,0,3,0,0,0,N,2,3,0
74.32,1.65,M,45,0,0,1,4,8,0,N,0,1,0
108.72,1.75,V,39,0,13,0,6,0,0,N,0,4,4
72.9,1.8,V,20,30,0,0,0,2,0,N,1,3,3
51.57,1.59,M,22,0,0,1,0,0,0,N,0,4,3
55.91,1.72,V,58,0,0,1,8,1,0,N,1,4,3
112.9,1.68,M,43,0,18,4,0,3,0,N,1,1,0
81.09,1.62,M,18,0,4,0,8,7,5,N,2,3,3
78.54,1.69,M,37,90,0,0,15,7,0,N,1,3,4
125.32,1.77,V,57,0,17,0,14,2,0,N,0,0,0
79.91,1.66,M,37,0,0,2,13,6,0,N,1,1,3
50.37,1.65,M,75,0,0,0,2,2,0,N,2,3,2
52.63,1.71,V,50,0,0,2,0,0,0,N,3,4,4
65.09,1.63,M,43,90,0,1,10,2,0,N,0,2,1
94.14,1.64,M,70,0,14,1,8,0,0,N,0,2,0
93.86,1.76,V,18,0,0,0,14,11,0,N,1,2,4
104.99,1.68,M,38,0,13,0,0,2,0,N,2,1,0
64.43,1.76,V,46,0,0,9,9,6,0,S,1,4,4
71.29,1.78,V,24,30,1,0,0,4,2,N,1,4,4
84.11,1.68,M,52,0,5,0,2,6,0,N,1,3,2
74.6,1.65,M,33,100,0,3,6,13,0,N,1,2,1
79.59,1.68,M,21,0,0,1,9,6,0,N,2,2,2
103.68,1.69,M,25,0,12,0,0,0,1,N,0,0,1
90.62,1.78,V,18,0,0,2,7,11,0,N,2,3,3
71.6,1.65,M,32,120,0,2,4,7,0,N,1,2,2
66.43,1.64,M,28,0,0,0,6,4,0,N,0,3,3
63.46,1.59,M,22,70,0,0,4,3,0,N,1,3,2
104.15,1.68,M,57,20,4,0,15,14,0,N,0,0,1
84.83,1.69,M,39,0,2,3,0,10,0,N,0,1,0
95.69,1.78,V,48,0,9,0,5,2,5,N,0,2,4
122.5,1.75,M,47,0,12,0,20,17,0,N,2,3,3
68.12,1.74,V,64,120,2,0,0,1,0,N,0,1,1
65.12,1.8,V,32,0,0,2,1,0,0,N,2,2,4
75.43,1.61,M,41,0,0,0,13,6,1,N,1,2,0
57.83,1.64,M,43,0,0,2,3,8,0,N,1,4,4
92.25,1.69,M,68,0,10,4,23,4,5,N,3,4,3
103.68,1.61,M,36,0,20,0,0,0,0,N,1,1,2
72.48,1.72,V,39,0,0,0,4,6,0,N,1,4,4
79.47,1.7,M,40,0,7,1,8,0,0,N,2,4,3
68.76,1.62,V,52,0,0,4,20,8,0,N,2,3,4
74.22,1.73,V,35,0,0,1,1,5,0,N,0,1,2
68.49,1.7,M,55,50,4,0,0,1,0,N,2,3,3
51.94,1.54,M,26,0,2,7,0,1,0,N,2,3,2
64.16,1.58,M,44,0,2,0,1,2,0,N,1,2,1
77.53,1.84,V,48,0,4,0,0,0,0,N,1,3,4
77.32,1.63,M,18,150,0,0,2,5,0,N,0,1,1
112.9,1.68,V,59,160,18,4,0,16,5,N,0,1,2
73.91,1.67,V,56,0,6,0,10,0,0,N,2,3,2
57.83,1.64,M,64,0,0,2,11,8,1,N,2,4,4
86.79,1.73,M,22,0,0,3,6,9,0,N,0,2,1
51.1,1.64,M,52,60,0,3,7,0,0,N,2,4,4
41.59,1.52,M,41,0,0,0,0,0,3,N,3,4,4
59.88,1.61,M,63,0,0,2,15,3,0,N,2,2,1
69.65,1.7,M,39,0,1,0,11,4,0,N,3,4,3
68.55,1.63,M,34,0,5,0,0,5,0,N,2,4,2
77.79,1.75,V,42,40,4,0,7,4,0,N,2,3,3
54.01,1.66,M,47,0,0,2,0,0,0,S,1,1,1
91.09,1.83,V,32,0,0,2,0,7,0,N,0,1,2
114.73,1.7,M,25,60,5,5,23,15,5,S,0,0,1
69.08,1.63,M,37,0,5,3,9,0,0,N,1,2,3
68.81,1.63,M,51,70,0,0,8,4,0,N,1,0,0
76.9,1.74,V,62,10,3,0,0,6,0,N,1,2,1
106.21,1.72,V,18,0,8,3,0,9,0,N,3,3,1
93.47,1.78,V,37,40,0,0,21,8,3,N,0,2,2
63,1.7,V,43,70,0,3,3,3,0,N,1,2,2
85.18,1.76,V,56,0,9,3,0,0,0,N,2,3,2
52.99,1.6,M,91,0,0,0,0,7,1,N,2,3,1
107.54,1.65,M,51,0,17,2,14,0,0,N,2,2,2
63.12,1.79,V,40,0,0,7,3,0,0,N,1,2,2
83.43,1.63,M,72,0,12,1,0,0,0,N,0,1,1
75.64,1.68,V,20,0,0,2,14,5,0,N,2,4,4
84.5,1.67,M,60,0,10,0,6,4,0,N,2,3,3
87.8,1.81,V,18,0,0,0,16,1,0,N,1,1,3
51.41,1.69,V,59,0,0,4,0,1,0,N,1,2,1
54.45,1.65,M,60,0,0,6,2,4,0,N,1,2,2
81.16,1.76,V,46,0,3,3,9,5,0,N,1,3,3
83.52,1.7,M,45,70,7,0,0,6,2,N,2,3,2
62.42,1.7,M,47,50,0,0,4,0,0,S,3,4,3
56.06,1.67,V,33,0,0,3,4,0,0,N,0,3,4
77.86,1.65,V,42,0,10,1,0,0,0,S,0,3,4
106.69,1.68,M,30,0,4,0,19,13,0,N,3,3,1
119.72,1.73,M,57,90,18,3,0,0,0,N,1,2,0
82.94,1.6,M,22,0,0,0,18,13,0,N,3,4,4
66,1.74,V,38,0,2,1,0,1,2,N,2,3,4
72.75,1.66,M,48,10,5,2,0,0,0,N,0,0,1
99.63,1.63,M,23,30,12,0,7,5,0,N,3,4,4
120.24,1.82,V,51,40,0,0,23,21,0,N,2,3,3
90.82,1.69,M,25,0,10,0,0,2,0,N,2,3,2
135.42,1.84,V,59,0,12,0,19,14,0,N,2,3,3
92.37,1.86,V,46,0,2,1,1,8,0,N,1,2,4
63.35,1.57,M,18,0,0,0,9,6,4,N,2,3,4
81.29,1.71,V,44,90,5,0,5,4,0,S,2,4,4
55.11,1.66,V,55,0,0,4,4,2,0,N,1,2,3
94.08,1.72,V,50,110,7,0,2,5,0,N,2,3,3
105.61,1.72,V,51,0,9,0,9,10,0,N,1,2,1
73.43,1.64,M,27,0,0,5,3,8,1,N,0,0,0
103.66,1.62,M,56,0,10,2,18,13,0,N,1,2,2
106.57,1.75,M,58,40,2,2,27,12,0,N,1,2,3
80.83,1.69,M,18,0,6,2,0,0,0,N,2,2,3
85.53,1.77,V,18,0,0,0,0,4,0,N,1,0,0
85.44,1.75,V,37,0,4,0,7,2,0,N,1,3,3
116.96,1.71,M,49,120,25,0,0,4,1,N,1,2,2
90.04,1.79,V,30,0,0,5,0,11,0,N,1,1,1
99.91,1.68,V,63,0,7,2,11,10,0,N,1,1,1
110.82,1.71,M,43,60,15,2,5,7,2,N,2,4,4
68.04,1.72,V,39,0,0,0,0,0,0,N,1,1,1
73.37,1.72,V,18,0,0,0,0,0,0,N,1,1,0
76.02,1.73,M,18,0,1,1,2,0,0,N,1,2,1
114.23,1.75,V,33,0,0,0,25,18,0,N,2,2,2
69.72,1.66,M,45,0,0,1,4,0,0,N,0,0,0
50.8,1.68,M,48,0,0,0,0,0,0,N,3,3,4
72.23,1.71,M,43,0,3,2,0,0,0,N,0,1,0
71.74,1.77,V,33,0,0,2,6,0,0,N,1,2,1
60.4,1.7,M,67,40,0,4,5,3,0,N,1,1,1
77.86,1.65,M,48,0,0,0,14,6,0,N,1,0,0
62.71,1.7,M,31,0,2,5,0,0,0,N,0,2,2
95.33,1.71,V,23,0,0,0,20,11,0,N,4,4,4
60.63,1.53,M,75,0,9,1,2,0,0,N,3,4,4
69.15,1.65,M,21,0,0,0,0,4,0,S,0,0,1
107.05,1.64,V,47,0,19,2,1,0,0,N,2,2,2
70.25,1.61,M,21,0,0,1,0,6,0,N,0,1,0
73.63,1.73,M,35,60,3,0,0,3,3,N,2,4,4
55.12,1.75,V,67,0,0,0,6,2,2,N,2,3,3
60.4,1.7,V,32,0,0,0,0,0,0,N,1,2,2
81.77,1.75,V,40,0,0,1,12,6,3,N,1,1,3
92,1.76,M,37,0,0,0,21,9,3,N,2,3,3
88.18,1.66,V,28,80,0,0,10,9,0,N,0,1,0
75.41,1.78,V,31,0,0,0,6,0,0,N,1,1,2
63.18,1.8,V,42,0,0,2,0,0,0,N,1,3,3
89.6,1.77,V,52,0,8,3,0,0,0,N,1,1,1
72.43,1.62,V,32,0,1,0,13,8,3,N,1,3,4
61.61,1.85,V,42,0,0,5,0,0,8,N,1,3,4
90.54,1.77,V,45,0,3,4,11,12,0,N,3,4,4
79.63,1.74,M,32,0,1,2,7,1,0,N,1,3,2
59.14,1.6,M,53,0,4,0,0,0,0,N,4,4,3
92.59,1.67,M,36,80,12,0,2,0,0,N,3,4,3
73.03,1.73,M,30,0,0,3,5,2,NA,N,1,2,1
65.36,1.76,V,42,0,0,0,5,0,0,N,3,2,2
99.36,1.58,M,18,0,12,0,11,5,0,S,2,3,3
70.84,1.68,M,45,180,0,0,14,4,0,N,2,4,4
62.47,1.67,M,18,0,1,0,2,0,0,N,1,3,4
101.23,1.63,V,18,70,11,1,4,7,0,N,1,4,4
93.79,1.63,M,26,0,11,0,0,0,0,N,0,1,1
110.22,1.66,M,30,0,18,0,0,3,0,N,3,3,3
60.91,1.61,M,32,80,0,0,0,9,0,N,1,4,3
46.66,1.61,M,56,0,0,5,0,0,0,N,2,4,4
86.02,1.87,V,64,0,1,0,0,0,0,N,1,0,1
62.94,1.87,V,72,0,5,11,0,2,0,N,1,3,4
82.43,1.61,V,46,190,7,0,4,4,0,N,1,2,2
99.07,1.68,M,22,0,3,0,17,9,0,N,0,0,1
76.62,1.73,V,32,90,0,0,2,3,3,N,1,1,2
96.81,1.77,V,32,0,10,2,0,0,0,N,0,2,2
99.56,1.67,M,18,0,6,0,5,4,0,N,0,0,0
100.48,1.68,M,42,0,14,2,8,0,0,N,2,4,4
74.82,1.73,V,25,0,0,0,3,5,1,N,1,2,4
61.05,1.64,M,50,10,4,0,1,0,0,N,2,2,2
87.87,1.58,M,37,10,13,2,0,6,5,N,2,4,3
61.32,1.64,M,30,0,0,2,0,3,0,N,3,4,3
66.24,1.59,M,43,0,5,3,0,3,0,N,1,2,1
69.63,1.74,V,29,0,0,0,0,8,0,N,3,4,3
96.32,1.78,V,21,0,0,5,7,11,0,N,1,2,2
100.67,1.76,V,26,0,0,4,18,13,0,N,0,0,0
108.78,1.71,V,18,0,11,3,5,0,0,N,1,0,0
65.84,1.73,M,37,0,0,0,3,0,0,N,4,4,3
118.34,1.72,M,39,0,32,0,7,5,0,N,1,3,3
73.54,1.82,V,31,110,0,0,0,0,0,N,2,3,3
65.34,1.65,M,47,0,2,2,15,0,0,N,2,3,3
80.68,1.8,V,34,180,1,0,0,0,0,N,1,1,3
71,1.83,V,45,30,0,3,11,4,0,N,3,4,4
86.09,1.72,M,35,20,0,0,5,15,0,N,1,2,2
103.68,1.82,V,38,0,0,2,20,11,0,S,0,2,1
66.85,1.78,V,36,0,0,0,0,2,0,N,2,3,4
104.43,1.68,M,18,0,1,0,20,12,0,N,1,0,1
81.87,1.71,V,59,10,5,3,10,6,0,N,0,3,3
108.57,1.72,V,29,180,12,4,8,5,12,N,0,1,1
83.51,1.85,V,46,0,0,0,0,10,3,N,1,2,2
73.62,1.77,V,51,0,0,0,12,6,0,N,1,3,4
62.28,1.66,V,43,0,0,3,0,10,0,N,3,4,3
96.44,1.72,V,56,0,1,0,18,18,6,N,1,2,3
85.9,1.73,M,57,120,6,4,8,6,0,N,2,3,4
63.93,1.66,M,45,0,0,0,0,2,0,N,1,1,0
66.16,1.63,M,45,50,0,0,9,0,0,N,0,2,2
67.22,1.76,V,52,0,0,7,0,2,0,N,0,0,1
116.96,1.71,V,49,0,16,0,10,4,0,N,0,2,1
90.25,1.69,M,40,80,0,0,14,10,2,N,0,0,0
69.39,1.78,V,18,0,0,3,0,0,0,N,3,3,2
74.14,1.78,V,22,0,0,1,3,0,4,N,0,2,1
96.5,1.67,M,48,0,0,0,20,15,0,S,1,1,1
100.88,1.72,M,29,0,14,4,0,0,0,N,3,4,4
98.26,1.7,V,52,0,13,3,0,1,0,N,0,0,1
75.49,1.8,V,55,0,1,3,0,8,0,N,1,4,4
72.48,1.72,V,32,230,0,2,0,0,0,N,0,1,1
62.42,1.72,M,62,0,0,0,3,4,0,N,2,4,4
93.79,1.63,V,54,0,18,7,0,0,0,N,1,3,3
83.54,1.81,V,18,60,0,0,0,5,0,N,1,3,1
73.97,1.69,V,18,0,0,0,0,4,0,N,2,2,1
84.72,1.64,M,39,50,0,0,14,11,0,N,1,2,2
68.3,1.77,V,34,120,0,0,5,0,0,N,0,2,3
123.9,1.76,V,55,0,18,1,3,2,0,N,0,0,1
76.87,1.7,M,18,0,0,0,6,0,1,N,0,0,0
80.42,1.79,V,29,0,4,0,0,2,1,N,2,4,4
55.12,1.75,V,64,40,0,4,0,0,0,N,3,4,4
74.54,1.69,V,28,220,0,1,4,7,0,N,1,2,3
101.15,1.7,M,43,190,7,0,15,9,4,N,1,3,4
73.37,1.79,V,54,0,0,0,8,0,0,N,1,2,2
71.95,1.67,M,18,0,0,0,5,0,6,N,0,0,2
116.96,1.71,V,52,10,21,0,13,4,0,S,2,4,4
68.84,1.73,V,27,0,0,0,9,0,2,N,0,2,2
77.02,1.83,V,53,0,4,0,0,0,0,N,2,2,1
98.22,1.68,M,54,0,7,0,6,11,0,N,0,2,1
83.97,1.6,M,34,0,0,0,14,13,0,N,3,3,3
101.12,1.59,M,51,0,11,0,13,12,0,N,1,2,2
78.99,1.72,M,31,0,4,0,0,0,0,N,0,2,2
54.17,1.73,V,40,0,0,6,2,1,0,N,3,4,3
62.38,1.68,M,40,160,0,0,1,0,0,N,2,3,3
55.76,1.76,V,59,0,0,9,0,0,2,N,1,2,2
90.12,1.54,M,25,0,15,0,9,0,0,N,1,4,4
72.68,1.77,V,53,0,0,0,4,0,0,N,0,0,0
50.8,1.68,V,52,0,0,0,1,1,1,N,1,3,4
79.13,1.59,M,53,70,10,0,12,2,0,N,1,3,4
59.88,1.61,M,31,0,0,0,2,5,0,N,3,4,4
72.89,1.64,M,39,20,4,0,4,1,0,N,1,2,3
115.6,1.7,V,52,130,22,0,14,0,0,N,0,0,0
68.42,1.74,V,29,0,1,5,0,0,0,N,1,2,3
61.26,1.65,M,45,0,0,4,0,8,2,N,2,4,3
68.57,1.79,V,18,0,0,3,2,0,0,N,2,3,3
98.94,1.81,V,60,0,11,4,0,8,0,N,3,4,4
70.01,1.76,V,64,0,0,0,0,4,2,N,0,1,0
70.33,1.73,V,18,80,0,0,0,7,0,N,0,3,4
59.08,1.65,M,55,0,0,0,9,1,0,N,3,3,2
65.79,1.71,M,21,0,2,4,6,0,0,S,2,4,4
70.5,1.57,M,43,0,0,1,24,8,NA,N,3,3,4
92.9,1.62,M,18,140,6,0,10,4,0,N,1,1,0
76.65,1.64,V,31,0,1,0,4,2,0,N,1,1,1
63.67,1.55,M,22,0,0,1,10,8,0,N,2,4,4
55.62,1.59,M,18,0,2,5,0,1,0,N,2,4,4
60.96,1.68,V,52,90,0,4,3,0,0,N,0,1,0
61.76,1.74,V,55,0,0,0,0,1,0,S,0,1,0
60.33,1.75,V,51,0,0,1,0,1,0,N,1,3,4
82.4,1.76,V,61,80,1,4,18,8,0,N,1,3,3
48.41,1.64,M,67,0,0,0,0,4,0,N,3,4,3
73.39,1.58,M,41,0,0,0,12,11,0,N,2,3,0
67.35,1.54,M,44,0,3,0,15,1,0,N,1,1,1
63.5,1.76,V,56,30,2,0,0,0,0,N,2,3,2
82.23,1.81,V,37,20,6,5,2,0,5,N,1,1,1
57.67,1.79,V,76,30,1,3,0,0,0,N,0,2,1
73.1,1.76,V,44,0,2,0,5,0,0,N,2,4,3
101.39,1.78,V,18,0,4,0,14,3,0,N,1,3,2
65.98,1.76,V,53,0,0,0,0,0,0,N,2,1,2
66.38,1.71,V,49,40,0,0,4,0,0,N,1,2,0
55.69,1.69,V,30,0,0,3,1,0,0,N,3,4,4
98.22,1.78,V,71,0,4,2,14,9,0,N,0,0,1
52.6,1.7,M,26,0,0,2,4,0,1,N,1,4,4
54.97,1.71,V,44,0,0,2,0,0,0,N,0,2,4
55.32,1.72,V,40,0,0,2,0,0,0,N,4,3,4
130.72,1.81,V,18,130,16,2,0,0,0,N,1,2,3
70,1.68,M,33,0,0,0,5,5,0,N,2,3,3
74.46,1.78,V,23,40,2,2,0,0,0,N,3,4,4
56.66,1.75,M,36,0,0,6,0,0,NA,N,2,4,3
96.53,1.7,M,28,0,0,0,22,13,0,N,0,2,2
57.19,1.57,M,54,0,0,1,0,4,0,N,0,0,2
55.94,1.66,M,64,110,0,0,0,0,0,N,3,2,2
122.5,1.75,V,21,0,0,1,26,24,1,N,1,1,1
79.22,1.65,M,46,0,5,0,12,4,0,N,2,4,3
